Year,Area,Street,Street 2
2011,Birmingham,Harborne Cricket Club,NA
2011,Birmingham,Harborne High St,NA
2011,Birmingham,Harborne High St,NA
2011,Birmingham,Harborne High St,NA
2011,Birmingham,Harborne High St,NA
2011,Birmingham,Harborne Pk Rd,NA
2011,Birmingham,Harborne Police Station,NA
2011,Birmingham,Harbourne Cricket Club,NA
2011,Birmingham,Hawkesley End,NA
2011,Birmingham,Hawkesley Square,NA
2011,Birmingham,Hazelwell St,NA
2011,Birmingham,Heathmill Lane Digbeth,NA
2011,Birmingham,Herons Wood,NA
2011,Birmingham,High St,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,High St Northfield,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,High St Harbourne,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,High St Harborne,NA
2011,Birmingham,Highfdield Lane,NA
2011,Birmingham,Highfield Lane,NA
2011,Birmingham,Highfield Lane Quinton,NA
2011,Birmingham,Hoggs Lane Northfield,NA
2011,Birmingham,Hollybank Rd,NA
2011,Birmingham,Holywood Bowl Rubery,NA
2011,Birmingham,Home Address,NA
2011,Birmingham,Honnington Crescent Northfield,NA
2011,Birmingham,Jiggins Lane,NA
2011,Birmingham,Jiggins Lane Bartley Gr,NA
2011,Birmingham,Kembertone Rd,NA
2011,Birmingham,Kings Norton Gr,NA
2011,Birmingham,Leech Gr Rd,NA
2011,Birmingham,Leith Grove,NA
2011,Birmingham,Leith Grove,NA
2011,Birmingham,Long Fellow Rd,NA
2011,Birmingham,Longbridge Lane,NA
2011,Birmingham,Longbridge Lane,NA
2011,Birmingham,Longbridge Lane West Heath,NA
2011,Birmingham,Longham Croft,NA
2011,Birmingham,Lottie Rd,NA
2011,Birmingham,Lutley Grove,NA
2011,Birmingham,Malins Rd Harborne,NA
2011,Birmingham,Manderville House,NA
2011,Birmingham,Marjoram Close Hawksley,NA
2011,Birmingham,Masshouse Lane,NA
2011,Birmingham,Masshouse Lane,NA
2011,Birmingham,Maypole Lane,NA
2011,Birmingham,Merritts Hill,NA
2011,Birmingham,Metchley Lane,NA
2011,Birmingham,Moat Rd,NA
2011,Birmingham,Mounbatten House Wyndham Rd,NA
2011,Birmingham,New St Br,NA
2011,Birmingham,New St Station,NA
2011,Birmingham,Nortb Worcester Golf Club,NA
2011,Birmingham,North St Harborne,NA
2011,Birmingham,North St Harborne,NA
2011,Birmingham,Northfield High St,NA
2011,Birmingham,Northfield High St,NA
2011,Birmingham,Oakridge Rd Northfield,NA
2011,Birmingham,Oddingley Rd,NA
2011,Birmingham,Oddingley Rd West Heath,NA
2011,Birmingham,Paradise Forum Birmingham,NA
2011,Birmingham,Parsons Hill,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd,NA
2011,Birmingham,Pershore Rd South Kings Norton,NA
2011,Birmingham,Poole Crescent Harborne,NA
2011,Birmingham,Poplar Ave,NA
2011,Birmingham,Portlands Rd,NA
2011,Birmingham,Princethorpe Rd,NA
2011,Birmingham,Qe Casualty,NA
2011,Birmingham,Qe Hosp,NA
2011,Birmingham,Qe Hosp,NA
2011,Birmingham,Quality Hotel,NA
2011,Birmingham,Queen Elizabeth Hosp,NA
2011,Birmingham,Raddlebarn Rd,NA
2011,Birmingham,Richmond Hill Rd,NA
2011,Birmingham,Richmond Rd,NA
2011,Birmingham,Rose Rd,NA
2011,Birmingham,Rose Rd Harborne,NA
2011,Birmingham,Sainsburys Frankley Beeches Rd Northfield,NA
2011,Birmingham,Selcroft Ave,NA
2011,Birmingham,Shannon Rd Kings Norton,NA
2011,Birmingham,Shawbrook Grove,NA
2011,Birmingham,Shell Forecourt Bristol Rd,NA
2011,Birmingham,Sir Hiltons Rd West Heath,NA
2011,Birmingham,Snax 24 Forcourt,NA
2011,Birmingham,Solihull High St,NA
2011,Birmingham,Solihull High St Outside Rosies,NA
2011,Birmingham,Stanley Rd Quinton,NA
2011,Birmingham,Stone Rd Edgbaston,NA
2011,Birmingham,Stonehouse Lane,NA
2011,Birmingham,Stratford Rd Sparkbrook Birmingham,NA
2011,Birmingham,The Fold,NA
2011,Birmingham,The Fold Kings Norton,NA
2011,Birmingham,The Jester Ph,NA
2011,Birmingham,The Parade Queensway City Centre,NA
2011,Birmingham,The Royal Oak Public House Pershore Rd,NA
2011,Birmingham,Three Horshoes Ph,NA
2011,Birmingham,Three Shires Oak Rd,NA
2011,Birmingham,Three Shires Rd,NA
2011,Birmingham,Trescotte Rd,NA
2011,Birmingham,Turves Gr,NA
2011,Birmingham,Unknown,NA
2011,Birmingham,Valbourne Rd Kings Heath,NA
2011,Birmingham,Vicarage Rd Kings Heath,NA
2011,Birmingham,Vineyard Rd Northfield,NA
2011,Birmingham,War Lane,NA
2011,Birmingham,Watford Rd Cotteridge,NA
2011,Birmingham,Weolly Castle Rd,NA
2011,Birmingham,Westminster Rd,NA
2011,Birmingham,Wolverhampton St,NA
2011,Birmingham,Woodhouse Rd Quinton,NA
2011,Birmingham,Woodmeadow Rd,NA
2011,Birmingham,Worlds End Lane,NA
2011,Birmingham,Worlds End Lane,NA
2011,Birmingham,Worlds End Lane Quinton,NA
2011,Birmingham,Worlds End Lane Quinton,NA
2011,Birmingham,Acardian Centre,NA
2011,Birmingham,Adderley Rd,NA
2011,Birmingham,Air Night Club,NA
2011,Birmingham,Albert Rd Handsworth Birmingham,NA
2011,Birmingham,Arcadia Centre Birmingham City Centre,NA
2011,Birmingham,Arcadian,NA
2011,Birmingham,Arcadian,NA
2011,Birmingham,Arcadian Birmingham City Centre,NA
2011,Birmingham,Arcadian Ctr Birmingham,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre,NA
2011,Birmingham,Arcadian Centre Bham,NA
2011,Birmingham,Arcadian Centre Birmingham,NA
2011,Birmingham,Arcadian Centre Birmingham City Centre,NA
2011,Birmingham,Arcadian Centre Ladywell Walk,NA
2011,Birmingham,Arcadian Centre Ladywell Walk,NA
2011,Birmingham,Arcadian Entertainment Centre Birmingham,NA
2011,Birmingham,Arcadian City Centre,NA
2011,Birmingham,Arcadian Hurst St,NA
2011,Birmingham,Aston Hotel,NA
2011,Birmingham,Aston Police Station,NA
2011,Birmingham,Aston Villa Football Ground,NA
2011,Birmingham,Attenborough Close,NA
2011,Birmingham,Away Fans Coach Pk Bham Cfc,NA
2011,Birmingham,Away Supporters Entrance Bcfc,NA
2011,Birmingham,Bar Risa,NA
2011,Birmingham,Bath Row Birmingham,NA
2011,Birmingham,Bath St City Centre,NA
2011,Birmingham,Bcfc Home Fans Car Aprke,NA
2011,Birmingham,Bcfc Ground,NA
2011,Birmingham,Bcfc Tilton Rd Entrance,NA
2011,Birmingham,Berkeley St,NA
2011,Birmingham,Berkeley St,NA
2011,Birmingham,Berkley St,NA
2011,Birmingham,B'Ham New St Station,NA
2011,Birmingham,Big Bite Broad St,NA
2011,Birmingham,Bigwok Restaurant Birmingham,NA
2011,Birmingham,Birchfield Rd Perry Barr,NA
2011,Birmingham,Birchfield Rd Birmingham,NA
2011,Birmingham,Birchfield Rd City Centre,NA
2011,Birmingham,Birchfiled Rd,NA
2011,Birmingham,Birmingham City Fc Coach Pk,NA
2011,Birmingham,Birmingham Magistrates Court,NA
2011,Birmingham,Birmingham New St,NA
2011,Birmingham,Birmingham New St Station,NA
2011,Birmingham,Birmingham New St,NA
2011,Birmingham,Bishopgate St Junction Of Broad St,NA
2011,Birmingham,Bishopgate St City Centre,NA
2011,Birmingham,Bishopsgate St,NA
2011,Birmingham,Bliss Bar Broad St,NA
2011,Birmingham,Bliss Nightclub Broad St Birmingham,NA
2011,Birmingham,Bliss Nightclub Broad St,NA
2011,Birmingham,Bliss Broad St,NA
2011,Birmingham,Bordesley Gr,NA
2011,Birmingham,Bordesley Gr Rd,NA
2011,Birmingham,Bradford St Birmingham,NA
2011,Birmingham,Braod St City Centre,NA
2011,Birmingham,Braod St City Centre,NA
2011,Birmingham,Braod St City Centre,NA
2011,Birmingham,Braod St City Centre,NA
2011,Birmingham,Braod St City Centre,NA
2011,Birmingham,Braod St City Centre,NA
2011,Birmingham,Briar Rose Ph Bennetts Hill,NA
2011,Birmingham,Brighton Arms Ph,NA
2011,Birmingham,Bristol Rd Birmingham,NA
2011,Birmingham,Bristol Rd Edgbaston,NA
2011,Birmingham,Bristol St Birmingham City Centre,NA
2011,Birmingham,Bristol St,NA
2011,Birmingham,Bristol St,NA
2011,Birmingham,Bristol St South,NA
2011,Birmingham,Bristol St South,NA
2011,Birmingham,Brittania Hotel,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St Gas St City Centre,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre Birmingham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Bham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Opposite Walkabout,NA
2011,Birmingham,Broad St Outside Roccocco,NA
2011,Birmingham,Broad St B'Ham,NA
2011,Birmingham,Broad St B'Ham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre Birmingham,NA
2011,Birmingham,Broad St City Centre Birmingham,NA
2011,Birmingham,Broad St City Centre Birmingham,NA
2011,Birmingham,Broad St City Centre Birmingham,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St City Centre,NA
2011,Birmingham,Broad St,NA
2011,Birmingham,Broad St Birmingham,NA
2011,Birmingham,Broad Strret,NA
2011,Birmingham,Broadway Plaza Ladywood Middleway,NA
2011,Birmingham,Bromsgrove St Birmingham,NA
2011,Birmingham,Brookvale Rd Witton,NA
2011,Birmingham,Bull Ring,NA
2011,Birmingham,Bull Ring,NA
2011,Birmingham,Bullring City Centre,NA
2011,Birmingham,Burford Rd Kingstanding,NA
2011,Birmingham,Calshott Rd Great Barr,NA
2011,Birmingham,Camborne Close,NA
2011,Birmingham,Canal Side Soho Loop Handsworth,NA
2011,Birmingham,Car Pk Avfc,NA
2011,Birmingham,Carrs Lane,NA
2011,Birmingham,Chiswell Rd,NA
2011,Birmingham,Church Vale Rd,NA
2011,Birmingham,City Hospita Dudley Rd,NA
2011,Birmingham,City Hosp,NA
2011,Birmingham,City Hosp,NA
2011,Birmingham,City Hosp,NA
2011,Birmingham,City Hosp,NA
2011,Birmingham,City Hosp,NA
2011,Birmingham,City Hosp,NA
2011,Birmingham,City Hosp,NA
2011,Birmingham,City Hosp Dudley Rd,NA
2011,Birmingham,City Hosp Birmingham,NA
2011,Birmingham,City Hosp Birmingham,NA
2011,Birmingham,City Rd Birmingham,NA
2011,Birmingham,City Tavern,NA
2011,Birmingham,City Tavern Bishopsgate Stm,NA
2011,Birmingham,Claythorn Ave,NA
2011,Birmingham,College Rd,NA
2011,Birmingham,Colmore Row,NA
2011,Birmingham,Colmore Row,NA
2011,Birmingham,Colmore Row Birmingham,NA
2011,Birmingham,Colmore Row Birmingham,NA
2011,Birmingham,Constitution Hill Birmingham,NA
2011,Birmingham,Corparation St Birmingham,NA
2011,Birmingham,Corporation St,NA
2011,Birmingham,Corporation St,NA
2011,Birmingham,Corporation St,NA
2011,Birmingham,Corporation St,NA
2011,Birmingham,Corporation St,NA
2011,Birmingham,Corporation St Birmingham,NA
2011,Birmingham,Corporation St Birmingham,NA
2011,Birmingham,Corporation St Birmingham,NA
2011,Birmingham,Corporation St City Centre,NA
2011,Birmingham,Corporation St City Centre,NA
2011,Birmingham,Corporation St City Centre,NA
2011,Birmingham,Corporation St City Centre,NA
2011,Birmingham,Corporation St,NA
2011,Birmingham,Coventry Entrance Bcfc,NA
2011,Birmingham,Coventry Rd,NA
2011,Birmingham,Coventry Rd Birmingham City Fc,NA
2011,Birmingham,Dale End,NA
2011,Birmingham,Dale End,NA
2011,Birmingham,Dale End,NA
2011,Birmingham,Dale End,NA
2011,Birmingham,Dale End Birmingham,NA
2011,Birmingham,Dale End City Centre,NA
2011,Birmingham,Dale End Birmingham,NA
2011,Birmingham,Dale End Birmingham,NA
2011,Birmingham,Dale End Birmingham,NA
2011,Birmingham,Ddora Rd Handsworth,NA
2011,Birmingham,Digbeth,NA
2011,Birmingham,Digbeth Coad Station,NA
2011,Birmingham,Digbeth High St,NA
2011,Birmingham,Digbeth High St,NA
2011,Birmingham,Digbeth High St City Centre,NA
2011,Birmingham,Dudley Rd,NA
2011,Birmingham,Edgbaston St,NA
2011,Birmingham,Edgbaston St,NA
2011,Birmingham,Edmund St,NA
2011,Birmingham,Ernest St City Centre Birmingham,NA
2011,Birmingham,Essex St,NA
2011,Birmingham,Essex St Aston,NA
2011,Birmingham,Essex St Birmingham,NA
2011,Birmingham,Essex St City Centre,NA
2011,Birmingham,Etap Hotel Foyer Birmingham,NA
2011,Birmingham,Eva Rd,NA
2011,Birmingham,Faisley St City Centre,NA
2011,Birmingham,Five Ways Birmingham,NA
2011,Birmingham,Flood Gate St Birmingham,NA
2011,Birmingham,Formula One Hotel,NA
2011,Birmingham,Fox Hollies Rd,NA
2011,Birmingham,Gas St,NA
2011,Birmingham,Gas St,NA
2011,Birmingham,Gas St,NA
2011,Birmingham,Gas St,NA
2011,Birmingham,Gas St,NA
2011,Birmingham,Gas St City Centre,NA
2011,Birmingham,Gatecrasher Broad St,NA
2011,Birmingham,Gatescrasher Bishopsgate Birmingham,NA
2011,Birmingham,Golden Hind Ph,NA
2011,Birmingham,Golden Hind Pub Kingstanding Rd,NA
2011,Birmingham,Gooch St North,NA
2011,Birmingham,Grange Rd,NA
2011,Birmingham,Grangers Lane Cradley Heath,NA
2011,Birmingham,Great Charles St City Centre,NA
2011,Birmingham,Grosvenor Casino Birmingham,NA
2011,Birmingham,Grotersley St,NA
2011,Birmingham,Hagley Rd,NA
2011,Birmingham,Hall Rd,NA
2011,Birmingham,Hall St,NA
2011,Birmingham,Hamstead Rd Handsworth,NA
2011,Birmingham,Handsworth Pk,NA
2011,Birmingham,Handsworth Police Station,NA
2011,Birmingham,Hawthorn Rd Kingstanding Birmingham,NA
2011,Birmingham,Heath Mill Lane,NA
2011,Birmingham,High St Harborne Birmingham,NA
2011,Birmingham,High St Digbeth,NA
2011,Birmingham,High St Digbeth,NA
2011,Birmingham,High St Digbeth,NA
2011,Birmingham,High St City Centre,NA
2011,Birmingham,High St City Centre,NA
2011,Birmingham,Hilden Rd,NA
2011,Birmingham,Hill St Birmingham,NA
2011,Birmingham,Hill St,NA
2011,Birmingham,Hill St Birmingham,NA
2011,Birmingham,Hill St City Centre,NA
2011,Birmingham,Hill St City Centre,NA
2011,Birmingham,Hill St City Centre,NA
2011,Birmingham,Hill St City Centre,NA
2011,Birmingham,Hockley Circus,NA
2011,Birmingham,Holiday Inn Lionel St,NA
2011,Birmingham,Holiday Inn Smallbrook Queensway,NA
2011,Birmingham,Holiday St,NA
2011,Birmingham,Holly Rd,NA
2011,Birmingham,Holte St Gosta Gr,NA
2011,Birmingham,Home Address,NA
2011,Birmingham,Horsefair,NA
2011,Birmingham,Horsefair Bristol St,NA
2011,Birmingham,Humer Tower Francis St,NA
2011,Birmingham,Hurst,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St City Centre Birmingham,NA
2011,Birmingham,Hurst St Bham,NA
2011,Birmingham,Hurst St Birminhgam,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St,NA
2011,Birmingham,Hurst St Birmingham,NA
2011,Birmingham,Hurst St Birmingham,NA
2011,Birmingham,Hurst St Birmingham,NA
2011,Birmingham,Hurst St Birmingham,NA
2011,Birmingham,Hurst St Birmingham,NA
2011,Birmingham,Hurst St City Ctr,NA
2011,Birmingham,Hurst St City Centre,NA
2011,Birmingham,Hurst St City Centre,NA
2011,Birmingham,Hurst St City Centre,NA
2011,Birmingham,Ibis Hotel,NA
2011,Birmingham,Icc,NA
2011,Birmingham,Icc Broad St,NA
2011,Birmingham,In Arcadian Centre Bham,NA
2011,Birmingham,Inge St,NA
2011,Birmingham,Inge St Hurst St,NA
2011,Birmingham,Islington Row City Centre,NA
2011,Birmingham,Islington Row Middleway,NA
2011,Birmingham,James Watt Queensway Birmingham,NA
2011,Birmingham,Kent St,NA
2011,Birmingham,Kingstanding Rd,NA
2011,Birmingham,Kingstanding Rd,NA
2011,Birmingham,Lady Well Walk City Centre,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk,NA
2011,Birmingham,Ladywell Walk Birmingham,NA
2011,Birmingham,Lattimer Place Winson Gr,NA
2011,Birmingham,Lee Longlands Broad St Birmingham,NA
2011,Birmingham,Linwood Rd H'Worth,NA
2011,Birmingham,Lloyds Bar Broad St,NA
2011,Birmingham,Lloyds Bar Broad St,NA
2011,Birmingham,Lodge Rd Winson Gr,NA
2011,Birmingham,Loft Lounge,NA
2011,Birmingham,Long Acre Nechells,NA
2011,Birmingham,Lower Bull St,NA
2011,Birmingham,Lower Bull St,NA
2011,Birmingham,Lower Parade Sutton,NA
2011,Birmingham,Lower Parade Sutton Coldfield,NA
2011,Birmingham,Macdonalds Bordesley Gr East,NA
2011,Birmingham,Macdonalds Ramp City Centre Birmingham,NA
2011,Birmingham,Mailbox Birmingham,NA
2011,Birmingham,Mcdonald St Birmingham,NA
2011,Birmingham,Millward Close Small Heath,NA
2011,Birmingham,Mono Bar Arcadian Centre,NA
2011,Birmingham,Mono Bar Ladywell Walk City Centre,NA
2011,Birmingham,Moor St,NA
2011,Birmingham,Moor St,NA
2011,Birmingham,Moor St Entance To Bull Ring,NA
2011,Birmingham,Moore St Birmingham,NA
2011,Birmingham,Moore St City Centre Birmingham,NA
2011,Birmingham,Moseley Pk Alcester St,NA
2011,Birmingham,Navigation St Birmingham,NA
2011,Birmingham,Navigation St,NA
2011,Birmingham,Near To Hair Beauty Soho Rd,NA
2011,Birmingham,New Meeting St City Centre,NA
2011,Birmingham,New St,NA
2011,Birmingham,New St B'Ham City Centre,NA
2011,Birmingham,New St City Centre,NA
